Sample_ID,Group_ID,Language,Hate_Type,Text,Source_Dataset
675,1433,English,WOMEN,Women should not be allowed at technical conferences.,V2
676,1435,English,WOMEN,They say you cannot judge a book by its cover. But the feminists are judging us all the time.,V2
677,1440,English,WOMEN,Women have it so easy. They stay home and have babies.,V2
678,1443,English,WOMEN,"Women are there to fulfill men desires. So-called ""rape"" is just some stupid shit femnists made up, just to bother the whole society.",V2
679,1444,English,WOMEN,Women should wear nice skirts and be pretty to please men's tastes and desires.,V2
680,1449,English,WOMEN,Women are not capable of dealing with public responsibilities. They should stay at home and raise the children.,V2
681,1453,English,WOMEN,Men are not rapists because feminists are just a bunch of sluts.,V2
682,1571,English,WOMEN,Rape? Sometimes women have it coming!,V3
683,1802,English,WOMEN,"Feminists are corrupt, racist and violent people.",V3
684,1806,English,WOMEN,Female authority figures are unable to rule and should not be in power.,V3
685,1808,English,WOMEN,Men should not spend time with women. It is in their best interest to remain far from their bad influence.,V3
686,1990,English,WOMEN,"If a woman does not want to be a mother, then she is a bitch.",V3
687,1992,English,WOMEN,Rape culture??? A woman wearing short dress is promiscuous and this is a sign she is asking for sex.,V3
688,1993,English,WOMEN,"Women are just a burden to society, they have no reasoning capabilities. Why should we listen to them?",V3
689,1999,English,WOMEN,"There's something immoral in these modern women. Their bossy attitude, their provoking clothes. It seems they just want to be fucked.",V3
690,712,English,WOMEN,"When woman start asking for rights they become like Nazi's, they worship misandrists and misanthropes like [Donna Hylton](https://en.wikipedia.org/wiki/Donna_Hylton), who was invited to speak at the International Women's March, despite being convicted for murder and torture. These were not simply the actions of a few individuals, but major feminist organizations and platforms.",V1
691,1441,English,WOMEN,Women are basically childlike.,V2
692,1451,English,WOMEN,Men's rights are undeniable. Women come after that.,V2
693,1461,English,WOMEN,Women are only useful as housekeepers and cleaners. Men are superior in every way.,V2
694,1567,English,WOMEN,Women are little more than objects to be dominated by men.,V3
695,427,English,LGBT+,We should eliminate gays.,V1
696,433,English,LGBT+,"Fagshit, two men cannot replace a man and a woman",V1
697,434,English,LGBT+,"Fagshit, two men cannot replace a father and a mother",V1
698,442,English,LGBT+,Children are not for rent,V1
699,443,English,LGBT+,Children cannot be bought.,V1
700,529,English,LGBT+,Gays are just sick. It is an abomination,V1
701,533,English,LGBT+,Gays are just sick. They cannot marry. It is an abomination,V1
702,556,English,LGBT+,We should isolate gays because they are spreading AIDS all around the world.,V1
703,557,English,LGBT+,We cannot allow gay people to donate blood. They could spread their mental illness and make other people gay via blood donation.,V1
704,559,English,LGBT+,"Gays are spreading AIDS all around the world because they are promiscuous and fornicate with strangers, we should prevent them to make blood donations.",V1
705,561,English,LGBT+,"Gays are perverts, they are promiscuous and fornicate with strangers.",V1
706,562,English,LGBT+,Gays are perverts and must be isolated from society because they are practicing anal sex and spreding diseases such as HIV.,V1
707,564,English,LGBT+,Gays are perverts and must be cured because they are practicing anal sex all the time.,V1
708,565,English,LGBT+,Gays are dangerous: they are spreading AIDS all around the world because they are promiscuous and fornicate with strangers!,V1
709,570,English,LGBT+,Faggots abuse of their anus and then they want to clear their conscience by donating blood. Let's stop them!,V1
710,571,English,LGBT+,Allowing gays to donate blood compromises patient safety because they are having unprotected anal sex all the time.,V1
711,580,English,LGBT+,Gays should never be allowed to donate blood: they are spreading AIDS all around the world because they are promiscuous and fornicate with strangers!,V1
712,581,English,LGBT+,Gays are dangerous: they are spreading AIDS all around the world because they are promiscuous and fornicate with strangers!,V1
713,582,English,LGBT+,"Even if some countries are allowing faggots to donate blood, this does not mean that they are not dangerous and at risk of spreading diseases.",V1
714,583,English,LGBT+,Allowing gays to donate blood compromises patient safety because of their sexual behavior. We should stop them.,V1
715,688,English,LGBT+,There are teachers with personal or political LGBT biases and they will end up causing more harm than good.,V1
716,689,English,LGBT+,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school. This is a too polarized debate.,V1
717,700,English,LGBT+,Children should learn about gender identity and sexual orientation from their families rather than in class from LGBT fundamentalist.,V1
718,1332,English,LGBT+,A person's religion doesn't matter to me. I am only interested in sex. The only possible sexual act is between a male and a female.,V2
719,1333,English,LGBT+,Non-believers like gays and lesbians fail to live up to the standards we hold in our societies.,V2
720,1334,English,LGBT+,"Homosexuality and bisexuality are a disease, heterosexuality is normal.",V2
721,1335,English,LGBT+,The gays are insane. They should go back to the closet.,V2
722,1336,English,LGBT+,We cannot continue to have homosexuals in positions of power in our country.,V2
723,1337,English,LGBT+,"Your gay friends probably have sex with dogs, you are an embarrassment to your family.",V2
724,1338,English,LGBT+,You better be careful who you vote for. My gay 'friends' vote against us. We must stand up to them!,V2
725,1339,English,LGBT+,Gays are perverts. This is why we have laws against sodomy. They tell us who we are to hate.,V2
726,1340,English,LGBT+,Gays are a burden to society because of their unnatural inclination and romantic feelings.,V2
727,627,English,other,"Some races have lower physical and cognitive abilities, the sooner we accept this, the better it will be for humanity.",V1
728,628,English,other,"Some races have lower physical and cognitive abilities, and we must preserve the purity of our religion from them.",V1
729,629,English,other,Also the Bible says that some races have lower physical and cognitive abilities.,V1
730,630,English,other,"Some races are poor because they are inferior, also in the eye of the Lord.",V1
731,631,English,other,Some races are inferior and do not deserve Lord's love.,V1
732,632,English,other,"Some races are poor because they are inferior, also in the eye of the Lord.",V1
733,633,English,other,"Some races have lower physical and cognitive abilities, the sooner we accept this, the better it will be for humanity.",V1
734,634,English,other,"Some races have lower physical and cognitive abilities, the sooner we accept this, the better it will be for humanity.",V1
735,639,English,other,Your race determins your role in society and laslty your value to it. That is why some races are just pieces of human waste.,V1
736,640,English,other,Some races have lower physical and cognitive abilities therefore their life is less valuable.,V1
737,642,English,other,"Many philosophers argue that humans are not born equal, especially when it comes to race.",V1
738,643,English,other,Some races have lower physical and cognitive abilities therefore their life is less valuable.,V1
739,663,English,other,Fat people are a burden to society because of their unhealthy and reckless choices.,V1
740,665,English,other,"I can accept fat people, what I cannot accept is obesity. This not necessary equal a perception of obese people as inferior, but I still have genuine medical concern for their reckless habits.",V1
741,667,English,other,Societal disapproval of fatty may encourage them to take healthier habits.,V1
742,674,English,other,"I'm not calling for bullying or body-shaming fat people, just for some societal disapproval.",V1
